order_id,user_id,username,dish_id,dish_name,category,quantity,unit_price,line_total,order_total_price,calories,weekday,hour,time_of_day,diet_types,allergens,favorite_categories,preferred_budget,preferred_calories,sweet_tooth,dish_allergens,dish_diets,created_at
5895,402,user_2,65,Чай зелёный,drink,1,35.0,35.0,455.0,5,thursday,11,lunch,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-19T03:50:14.439415
5896,402,user_2,23,Чечевичный суп,soup,1,125.0,125.0,445.0,200,thursday,15,lunch,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-05T07:38:14.439415
5896,402,user_2,38,Рис с овощами,main,2,160.0,320.0,445.0,300,thursday,15,lunch,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-01-05T07:38:14.439415
5897,402,user_2,34,Овощное рагу,main,1,165.0,165.0,335.0,260,friday,19,dinner,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-15T11:36:14.439415
5897,402,user_2,45,Винегрет,salad,1,115.0,115.0,335.0,160,friday,19,dinner,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-15T11:36:14.439415
5897,402,user_2,62,Компот из сухофруктов,drink,1,55.0,55.0,335.0,90,friday,19,dinner,vegan,"gluten,milk","drink,breakfast",103.25,300,1,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-15T11:36:14.439415
5898,403,user_3,12,Запеканка творожная,breakfast,1,140.0,140.0,190.0,300,wednesday,9,breakfast,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2026-01-01T01:40:14.439415
5898,403,user_3,3,Компот,drink,1,50.0,50.0,190.0,90,wednesday,9,breakfast,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-01T01:40:14.439415
5899,403,user_3,64,Чай чёрный,drink,1,35.0,35.0,140.0,5,thursday,7,breakfast,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-19T23:27:14.439415
5899,403,user_3,50,Картофель фри,snack,1,105.0,105.0,140.0,320,thursday,7,breakfast,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,lactoseFree,vegan,vegetarian",2026-02-19T23:27:14.439415
5900,403,user_3,24,Куриная котлета с пюре,main,2,195.0,390.0,515.0,430,wednesday,17,dinner,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2025-12-16T09:19:14.439415
5900,403,user_3,48,Капустный салат,salad,1,90.0,90.0,515.0,100,wednesday,17,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-16T09:19:14.439415
5900,403,user_3,64,Чай чёрный,drink,1,35.0,35.0,515.0,5,wednesday,17,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-16T09:19:14.439415
5901,403,user_3,35,Запеканка овощная,main,1,170.0,170.0,170.0,280,friday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-03-16T12:12:14.439415
5902,403,user_3,25,Говяжья котлета с гречкой,main,1,205.0,205.0,390.0,440,tuesday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,eggs,"glutenFree,halal,highProtein,lactoseFree",2025-12-14T12:29:14.439415
5902,403,user_3,46,Салат с тунцом,salad,1,185.0,185.0,390.0,235,tuesday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,"eggs,fish","diabetic,glutenFree,halal,lactoseFree,lowCalorie",2025-12-14T12:29:14.439415
5903,403,user_3,11,Омлет с овощами,breakfast,1,125.0,125.0,125.0,270,tuesday,10,breakfast,glutenFree,,"salad,soup",197.56,451,0,"eggs,seafood","diabetic,glutenFree,halal,lactoseFree",2026-02-26T02:52:14.439415
5904,403,user_3,11,Омлет с овощами,breakfast,1,125.0,125.0,125.0,270,saturday,9,breakfast,glutenFree,,"salad,soup",197.56,451,0,"eggs,seafood","diabetic,glutenFree,halal,lactoseFree",2026-01-19T01:56:14.439415
5905,403,user_3,14,Борщ со сметаной,soup,1,135.0,135.0,400.0,260,wednesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie",2026-01-31T07:46:14.439415
5905,403,user_3,24,Куриная котлета с пюре,main,1,195.0,195.0,400.0,430,wednesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2026-01-31T07:46:14.439415
5905,403,user_3,66,Кофе американо,drink,1,70.0,70.0,400.0,10,wednesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-31T07:46:14.439415
5906,403,user_3,22,Уха,soup,1,160.0,160.0,745.0,215,thursday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,fish,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-02-12T05:46:14.439415
5906,403,user_3,46,Салат с тунцом,salad,1,185.0,185.0,745.0,235,thursday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,fish","diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-02-12T05:46:14.439415
5906,403,user_3,33,Куриное филе на пару,main,2,200.0,400.0,745.0,290,thursday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-02-12T05:46:14.439415
5907,403,user_3,28,Рис с курицей терияки,main,1,220.0,220.0,280.0,460,wednesday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,"sesame,soy","glutenFree,halal,highProtein,lactoseFree",2026-03-30T13:07:14.439415
5907,403,user_3,63,Морс клюквенный,drink,1,60.0,60.0,280.0,80,wednesday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-30T13:07:14.439415
5908,403,user_3,37,Картофель запечённый с курицей,main,1,185.0,185.0,295.0,410,monday,11,lunch,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree",2026-01-14T03:52:14.439415
5908,403,user_3,44,Овощной салат,salad,1,110.0,110.0,295.0,120,monday,11,lunch,glutenFree,,"salad,soup",197.56,451,0,seafood,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-01-14T03:52:14.439415
5909,403,user_3,11,Омлет с овощами,breakfast,1,125.0,125.0,125.0,270,sunday,7,breakfast,glutenFree,,"salad,soup",197.56,451,0,"eggs,seafood","diabetic,glutenFree,halal,lactoseFree",2025-12-26T23:25:14.439415
5910,403,user_3,20,Суп с фрикадельками,soup,1,150.0,150.0,415.0,270,friday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,eggs,"diabetic,glutenFree,halal,lactoseFree",2026-01-25T06:07:14.439415
5910,403,user_3,25,Говяжья котлета с гречкой,main,1,205.0,205.0,415.0,440,friday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,eggs,"glutenFree,halal,highProtein,lactoseFree",2026-01-25T06:07:14.439415
5910,403,user_3,63,Морс клюквенный,drink,1,60.0,60.0,415.0,80,friday,13,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-01-25T06:07:14.439415
5911,403,user_3,17,Суп-пюре из шампиньонов,soup,1,145.0,145.0,520.0,240,sunday,12,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-03-11T04:37:14.439415
5911,403,user_3,2,Салат Цезарь,salad,1,180.0,180.0,520.0,220,sunday,12,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie",2026-03-11T04:37:14.439415
5911,403,user_3,24,Куриная котлета с пюре,main,1,195.0,195.0,520.0,430,sunday,12,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2026-03-11T04:37:14.439415
5912,403,user_3,35,Запеканка овощная,main,1,170.0,170.0,485.0,280,sunday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,highProtein,vegetarian",2026-02-25T12:09:14.439415
5912,403,user_3,49,Свекольный салат с орехами,salad,2,140.0,280.0,485.0,190,sunday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,nuts,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-25T12:09:14.439415
5912,403,user_3,64,Чай чёрный,drink,1,35.0,35.0,485.0,5,sunday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-02-25T12:09:14.439415
5913,403,user_3,36,Пюре с говядиной,main,2,210.0,420.0,475.0,445,saturday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,milk,"glutenFree,halal,highProtein",2025-12-13T12:27:14.439415
5913,403,user_3,62,Компот из сухофруктов,drink,1,55.0,55.0,475.0,90,saturday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-13T12:27:14.439415
5914,403,user_3,1,Борщ,soup,1,120.0,120.0,525.0,250,sunday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie",2025-12-13T06:17:14.439415
5914,403,user_3,46,Салат с тунцом,salad,1,185.0,185.0,525.0,235,sunday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,fish","diabetic,glutenFree,halal,lactoseFree,lowCalorie",2025-12-13T06:17:14.439415
5914,403,user_3,28,Рис с курицей терияки,main,1,220.0,220.0,525.0,460,sunday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,"sesame,soy","glutenFree,halal,highProtein,lactoseFree",2025-12-13T06:17:14.439415
5915,403,user_3,6,Рисовая каша,breakfast,1,100.0,100.0,210.0,230,monday,10,breakfast,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-03-10T02:55:14.439415
5915,403,user_3,67,Капучино,drink,1,110.0,110.0,210.0,120,monday,10,breakfast,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-03-10T02:55:14.439415
5916,403,user_3,26,Плов с курицей,main,1,210.0,210.0,210.0,470,saturday,20,dinner,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree",2026-01-09T13:00:14.439415
5917,403,user_3,26,Плов с курицей,main,1,210.0,210.0,425.0,470,thursday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree",2025-12-15T06:45:14.439415
5917,403,user_3,2,Салат Цезарь,salad,1,180.0,180.0,425.0,220,thursday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie",2025-12-15T06:45:14.439415
5917,403,user_3,64,Чай чёрный,drink,1,35.0,35.0,425.0,5,thursday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2025-12-15T06:45:14.439415
5918,403,user_3,24,Куриная котлета с пюре,main,1,195.0,195.0,195.0,430,sunday,18,dinner,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2026-03-24T10:52:14.439415
5919,403,user_3,27,Гречка с курицей,main,1,180.0,180.0,240.0,405,monday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-03-02T06:25:14.439415
5919,403,user_3,63,Морс клюквенный,drink,1,60.0,60.0,240.0,80,monday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-02T06:25:14.439415
5920,403,user_3,31,Тефтели с рисом,main,1,190.0,190.0,375.0,420,friday,12,lunch,glutenFree,,"salad,soup",197.56,451,0,eggs,"glutenFree,halal,highProtein,lactoseFree",2026-03-27T04:41:14.439415
5920,403,user_3,46,Салат с тунцом,salad,1,185.0,185.0,375.0,235,friday,12,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,fish","diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-03-27T04:41:14.439415
5921,403,user_3,31,Тефтели с рисом,main,1,190.0,190.0,435.0,420,tuesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,eggs,"glutenFree,halal,highProtein,lactoseFree",2026-03-30T07:59:14.439415
5921,403,user_3,46,Салат с тунцом,salad,1,185.0,185.0,435.0,235,tuesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,fish","diabetic,glutenFree,halal,lactoseFree,lowCalorie",2026-03-30T07:59:14.439415
5921,403,user_3,63,Морс клюквенный,drink,1,60.0,60.0,435.0,80,tuesday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-30T07:59:14.439415
5922,403,user_3,10,Омлет классический,breakfast,1,115.0,115.0,115.0,250,friday,8,breakfast,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-03-25T00:09:14.439415
5923,403,user_3,37,Картофель запечённый с курицей,main,1,185.0,185.0,300.0,410,thursday,19,dinner,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree",2026-03-08T11:35:14.439415
5923,403,user_3,45,Винегрет,salad,1,115.0,115.0,300.0,160,thursday,19,dinner,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-08T11:35:14.439415
5924,403,user_3,26,Плов с курицей,main,2,210.0,420.0,530.0,470,sunday,18,dinner,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree",2026-01-25T10:29:14.439415
5924,403,user_3,67,Капучино,drink,1,110.0,110.0,530.0,120,sunday,18,dinner,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-25T10:29:14.439415
5925,403,user_3,27,Гречка с курицей,main,1,180.0,180.0,215.0,405,sunday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"glutenFree,halal,highProtein,lactoseFree,vegan,vegetarian",2026-03-22T07:07:14.439415
5925,403,user_3,65,Чай зелёный,drink,1,35.0,35.0,215.0,5,sunday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-22T07:07:14.439415
5926,403,user_3,17,Суп-пюре из шампиньонов,soup,1,145.0,145.0,450.0,240,sunday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-20T07:33:14.439415
5926,403,user_3,24,Куриная котлета с пюре,main,1,195.0,195.0,450.0,430,sunday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2026-01-20T07:33:14.439415
5926,403,user_3,67,Капучино,drink,1,110.0,110.0,450.0,120,sunday,15,lunch,glutenFree,,"salad,soup",197.56,451,0,milk,"diabetic,glutenFree,halal,lowCalorie,vegetarian",2026-01-20T07:33:14.439415
5927,403,user_3,24,Куриная котлета с пюре,main,1,195.0,195.0,195.0,430,friday,14,lunch,glutenFree,,"salad,soup",197.56,451,0,"eggs,milk","glutenFree,halal,highProtein,vegetarian",2025-12-30T06:17:14.439415
5928,404,user_4,15,Щи из свежей капусты,soup,2,120.0,240.0,470.0,190,wednesday,14,lunch,,soy,"snack,salad",187.49,231,0,,"diabetic,glutenFree,halal,lactoseFree,lowCalorie,vegan,vegetarian",2026-03-20T06:33:14.439415
